"candidate_number","block_A00","block_A01","block_B00","block_C00","block_D01"
"19009049",25.70,24.60,22.95,-1.00,24.60
"19009050",-1.00,-1.00,-1.00,25.75,24.95
"19009051",-1.00,-1.00,-1.00,12.00,10.05
"19009052",24.95,21.45,21.95,-1.00,21.70
"19009053",-1.00,-1.00,-1.00,29.25,23.70
"19009054",28.25,27.55,26.25,-1.00,27.30
"19009055",-1.00,-1.00,-1.00,19.00,13.90
"19009056",-1.00,-1.00,-1.00,13.00,12.75
"19009057",23.80,19.85,22.05,-1.00,20.85
"19009058",-1.00,-1.00,-1.00,17.25,16.20
"19009059",-1.00,-1.00,-1.00,27.00,26.45
"19009060",22.35,18.00,24.10,-1.00,21.00
"19009061",-1.00,-1.00,-1.00,28.25,23.35
"19009062",-1.00,-1.00,-1.00,23.50,23.10
"19009063",-1.00,-1.00,-1.00,22.25,23.85
"19009064",15.25,14.90,18.75,-1.00,19.90
"19009065",22.05,24.25,18.80,-1.00,24.25
"19009066",21.90,18.15,24.15,-1.00,19.90
"19009067",27.10,22.35,24.60,-1.00,21.60
"19009068",-1.00,-1.00,-1.00,24.25,21.85
"19009069",19.00,22.25,17.75,-1.00,23.25
"19009070",-1.00,-1.00,-1.00,27.25,26.10
"19009071",-1.00,-1.00,-1.00,20.00,17.00
"19009072",-1.00,-1.00,-1.00,24.75,23.10
"19009073",-1.00,-1.00,-1.00,25.25,26.45
"19009074",25.75,23.35,22.75,-1.00,23.35
"19009075",-1.00,-1.00,-1.00,20.75,16.05
"19009076",24.85,20.75,21.35,-1.00,20.50
"19009077",-1.00,-1.00,-1.00,18.25,14.35
"19009078",22.90,19.70,22.15,-1.00,21.70
"19009079",-1.00,-1.00,-1.00,23.50,25.35
"19009080",-1.00,-1.00,-1.00,16.00,12.90
"19009081",-1.00,-1.00,-1.00,17.50,14.15
"19009082",25.70,22.65,22.70,-1.00,21.90
"19009083",-1.00,-1.00,-1.00,25.75,23.40
"19009084",-1.00,-1.00,-1.00,16.50,13.00
"19009085",-1.00,-1.00,-1.00,23.00,23.85
"19009086",24.25,25.55,21.00,-1.00,25.80
"19009087",-1.00,-1.00,-1.00,23.25,21.65
"19009088",25.15,23.25,26.65,-1.00,24.00
"19009089",-1.00,-1.00,-1.00,23.50,19.85
"19009090",-1.00,-1.00,-1.00,24.50,23.90
"19009091",-1.00,-1.00,-1.00,26.25,27.15
"19009092",-1.00,-1.00,-1.00,25.00,25.10
"19009093",22.35,17.85,21.35,-1.00,19.10
"19009094",-1.00,-1.00,-1.00,23.00,23.95
"19009095",-1.00,-1.00,-1.00,23.25,25.95
"19009096",-1.00,-1.00,-1.00,25.75,20.70
"19009097",27.15,23.85,23.65,-1.00,24.35
"19009098",25.45,24.80,25.45,-1.00,26.30
"19009099",-1.00,-1.00,-1.00,25.00,25.75
"19009100",-1.00,-1.00,-1.00,22.50,27.15
"19009101",-1.00,-1.00,-1.00,25.75,25.30
"19009102",-1.00,-1.00,-1.00,26.75,25.60
"19009103",25.85,23.95,23.85,-1.00,23.45
"19009104",21.85,23.65,19.35,-1.00,23.40
"19009105",-1.00,-1.00,-1.00,27.25,21.95
"19009106",-1.00,-1.00,-1.00,17.50,11.00
"19009107",23.95,20.30,21.45,-1.00,19.80
"19009108",24.50,22.05,22.50,-1.00,21.80
"19009109",-1.00,-1.00,-1.00,29.25,21.75
"19009110",-1.00,-1.00,-1.00,25.25,24.30
"19009111",-1.00,-1.00,-1.00,27.00,24.95
"19009112",20.90,18.50,21.65,-1.00,21.00
"19009113",-1.00,-1.00,-1.00,22.50,24.60
"19009114",-1.00,-1.00,-1.00,23.00,20.20
"19009115",-1.00,-1.00,-1.00,15.00,11.45
"19009116",-1.00,-1.00,-1.00,20.75,22.50
"19009117",-1.00,-1.00,-1.00,23.75,19.55
"19009118",-1.00,-1.00,-1.00,24.75,23.85
"19009119",-1.00,-1.00,-1.00,26.75,24.50
"19009120",25.65,22.65,22.90,-1.00,23.15
"19009121",-1.00,-1.00,-1.00,22.75,21.75
"19009122",-1.00,-1.00,-1.00,23.50,20.10
"19009123",-1.00,-1.00,-1.00,20.50,20.00
"19009124",22.90,18.90,19.15,-1.00,19.15
"19009125",-1.00,-1.00,-1.00,22.50,18.30
"19009126",-1.00,-1.00,-1.00,23.00,23.15
"19009127",23.45,23.95,22.45,-1.00,24.95
"19009128",-1.00,-1.00,-1.00,17.25,12.50
"19009129",-1.00,-1.00,-1.00,24.75,23.15
"19009130",-1.00,-1.00,-1.00,26.25,26.55
"19009131",25.05,20.70,22.30,-1.00,20.20
"19009132",-1.00,-1.00,-1.00,15.50,10.15
"19009133",25.70,21.50,24.70,-1.00,21.00
"19009134",25.40,21.05,23.65,-1.00,21.05
"19009135",22.90,21.75,20.65,-1.00,21.25
"19009136",24.45,21.05,23.20,-1.00,20.80
"19009137",-1.00,-1.00,-1.00,22.00,22.15
"19009138",-1.00,-1.00,-1.00,17.25,16.45
"19009139",-1.00,-1.00,-1.00,18.50,15.65
"19009140",22.20,18.00,24.70,-1.00,21.25
"19009141",-1.00,-1.00,-1.00,23.50,23.05
"19009142",20.35,17.30,20.85,-1.00,18.30
"19009143",22.50,25.95,20.25,-1.00,26.70
"19009144",24.95,22.45,23.70,-1.00,23.20
"19009145",-1.00,-1.00,-1.00,17.75,16.85
"19009146",-1.00,-1.00,-1.00,19.75,19.35
"19009147",-1.00,-1.00,-1.00,23.00,21.00
"19009149",-1.00,-1.00,-1.00,23.75,20.85
"19009150",-1.00,-1.00,-1.00,26.50,20.30
"19009151",-1.00,-1.00,-1.00,18.75,19.45
"19009152",-1.00,-1.00,-1.00,19.00,13.70
"19009153",-1.00,-1.00,-1.00,21.75,18.65
"19009154",-1.00,-1.00,-1.00,22.25,16.30
"19009155",25.70,24.00,22.95,-1.00,23.75
"19009156",25.45,-1.00,23.20,-1.00,-1.00
"19009157",25.05,22.60,22.30,-1.00,22.85
"19009158",25.80,23.10,20.30,-1.00,21.85
"19009159",24.30,20.80,21.80,-1.00,20.80
"19009160",23.60,23.75,20.10,-1.00,23.25
"19009161",-1.00,-1.00,-1.00,21.50,25.50
"19009162",-1.00,-1.00,-1.00,17.25,15.05
"19009163",-1.00,-1.00,-1.00,23.75,21.55
"19009164",-1.00,-1.00,-1.00,9.25,9.40
"19009165",-1.00,-1.00,-1.00,15.50,13.55
"19009166",24.40,21.25,20.90,-1.00,20.75
"19009167",-1.00,-1.00,-1.00,18.50,12.80
"19009168",-1.00,-1.00,-1.00,27.00,23.55
"19009169",-1.00,-1.00,-1.00,15.75,13.85
"19009170",22.20,17.50,19.45,-1.00,18.75
"19009171",-1.00,-1.00,-1.00,21.25,22.50
"19009172",-1.00,-1.00,-1.00,21.00,18.85
"19009173",25.45,21.60,22.95,-1.00,23.10
"19009174",-1.00,-1.00,-1.00,21.50,18.30
"19009175",-1.00,-1.00,-1.00,24.00,21.60
"19009176",-1.00,-1.00,-1.00,22.50,13.30
"19009177",24.50,21.40,24.50,-1.00,21.90
"19009178",26.55,24.90,25.05,-1.00,25.65
"19009179",-1.00,-1.00,-1.00,24.25,20.70
"19009180",24.05,20.65,21.80,-1.00,20.90
"19009181",-1.00,-1.00,-1.00,22.00,21.00
"19009182",-1.00,-1.00,-1.00,25.75,24.20
"19009183",-1.00,-1.00,-1.00,17.50,15.05
"19009184",-1.00,-1.00,-1.00,24.00,24.65
"19009185",-1.00,-1.00,-1.00,19.75,19.50
"19009186",-1.00,-1.00,-1.00,24.00,22.95
"19009187",-1.00,-1.00,-1.00,17.00,14.20
"19009188",-1.00,-1.00,-1.00,16.50,11.70
"19009189",-1.00,-1.00,-1.00,18.50,15.20
"19009190",22.85,20.25,20.35,-1.00,20.50
"19009191",-1.00,-1.00,-1.00,18.00,16.55
"19009192",-1.00,-1.00,-1.00,25.25,24.50
"19009193",24.80,22.70,24.55,-1.00,23.95
"19009194",-1.00,-1.00,-1.00,25.00,26.30
"19009195",23.15,24.25,21.65,-1.00,26.50
"19009196",-1.00,-1.00,-1.00,25.50,25.55
"19009197",-1.00,-1.00,-1.00,18.00,19.40
"19009198",27.05,23.00,24.30,-1.00,20.00
"19009199",-1.00,-1.00,-1.00,18.75,19.30
"19009200",-1.00,-1.00,-1.00,16.25,12.00
"19009201",19.60,16.20,15.60,-1.00,15.95
"19009202",-1.00,-1.00,-1.00,27.25,21.40
"19009203",23.35,18.50,17.60,-1.00,18.25
"19009204",-1.00,-1.00,-1.00,20.00,13.75
"19009205",25.15,21.40,21.90,-1.00,20.65
"19009206",-1.00,-1.00,-1.00,27.25,21.30
"19009207",-1.00,-1.00,-1.00,19.00,16.30
"19009208",-1.00,-1.00,-1.00,18.75,21.50
"19009209",26.95,24.80,24.95,-1.00,25.05
"19009210",25.20,21.95,20.95,-1.00,21.70
"19009211",24.15,23.25,19.40,-1.00,23.00
"19009212",-1.00,-1.00,-1.00,14.50,14.55
"19009213",-1.00,-1.00,-1.00,19.00,16.00
"19009214",21.75,18.40,20.00,-1.00,19.65
"19009215",-1.00,-1.00,-1.00,25.00,25.10
"19009216",13.05,12.70,13.80,-1.00,16.45
"19009217",24.85,20.85,23.35,-1.00,20.35
"19009218",-1.00,-1.00,-1.00,22.75,23.25
"19009219",-1.00,-1.00,-1.00,21.50,20.00
"19009220",-1.00,-1.00,-1.00,23.00,13.90
"19009221",-1.00,-1.00,-1.00,21.50,18.95
"19009222",-1.00,-1.00,-1.00,23.50,19.85
"19009223",-1.00,-1.00,-1.00,24.75,22.15
"19009224",23.80,21.40,25.55,-1.00,23.90
"19009225",-1.00,-1.00,-1.00,26.00,24.25
"19009226",-1.00,-1.00,-1.00,21.25,16.95
"19009227",-1.00,-1.00,-1.00,22.00,16.65
"19009228",24.70,21.40,22.45,-1.00,21.90
"19009229",28.15,23.25,25.15,-1.00,22.25
"19009230",16.55,19.20,16.05,-1.00,22.95
"19009231",26.90,26.35,25.90,-1.00,26.60
"19009232",22.10,18.60,19.85,-1.00,19.35
"19009233",-1.00,-1.00,-1.00,26.75,27.50
"19009234",-1.00,-1.00,-1.00,28.00,24.05
"19009235",-1.00,-1.00,-1.00,28.75,27.10
"19009236",-1.00,-1.00,-1.00,25.00,26.50
"19009237",-1.00,-1.00,-1.00,29.25,26.70
"19009238",-1.00,-1.00,-1.00,18.25,13.15
"19009239",-1.00,-1.00,-1.00,24.25,21.70
"19009240",22.80,20.85,21.55,-1.00,23.35
"19009241",-1.00,-1.00,-1.00,24.25,25.30
"19009242",-1.00,-1.00,-1.00,24.50,25.70
"19009243",-1.00,-1.00,-1.00,19.25,15.60
"19009244",-1.00,-1.00,-1.00,24.25,21.75
"19009245",24.60,17.75,19.60,-1.00,18.00
"19009246",-1.00,-1.00,-1.00,20.00,17.30
"19009247",-1.00,-1.00,-1.00,20.50,21.00
"19009248",-1.00,-1.00,-1.00,16.25,14.80
"19009249",-1.00,-1.00,-1.00,11.50,15.60
"19009250",25.60,20.90,26.60,-1.00,21.90
"19009251",27.60,21.50,24.60,-1.00,18.00
"19009252",24.00,20.60,19.75,-1.00,19.85
"19009253",22.75,19.65,20.50,-1.00,20.40
"19009254",23.50,20.15,18.75,-1.00,18.65
"19009255",26.60,23.15,25.10,-1.00,23.90
"19009256",24.45,23.90,23.45,-1.00,24.15
"19009257",25.45,24.25,21.45,-1.00,21.75
"19009258",20.40,17.45,18.90,-1.00,17.45
"19009259",-1.00,-1.00,-1.00,26.25,21.80
"19009260",21.95,18.70,19.70,-1.00,18.70
"19009261",24.95,20.20,22.70,-1.00,19.45
"19009262",19.85,23.10,17.60,-1.00,24.60
"19009263",-1.00,-1.00,-1.00,24.00,20.30
"19009264",21.95,25.70,17.20,-1.00,24.20
"19009265",21.35,18.05,18.35,-1.00,19.30
"19009266",-1.00,-1.00,-1.00,22.25,21.60
"19009267",27.05,24.75,26.80,-1.00,25.25
"19009268",27.80,25.50,26.55,-1.00,24.25
"19009269",23.80,19.65,18.55,-1.00,19.15
"19009270",-1.00,-1.00,-1.00,27.75,23.10
"19009271",-1.00,-1.00,-1.00,17.50,16.90
"19009272",-1.00,-1.00,-1.00,17.00,13.95
"19009273",22.00,18.80,19.00,-1.00,19.55
"19009274",-1.00,-1.00,-1.00,19.50,12.35
"19009275",-1.00,-1.00,-1.00,25.50,25.90
"19009276",-1.00,-1.00,-1.00,25.25,21.00
"19009277",-1.00,-1.00,-1.00,25.25,25.30
"19009278",-1.00,-1.00,-1.00,22.25,22.30
"19009279",-1.00,-1.00,-1.00,16.50,11.45
"19009280",-1.00,-1.00,-1.00,18.00,20.85
"19009281",-1.00,-1.00,-1.00,24.00,19.95
"19009282",-1.00,-1.00,-1.00,15.25,12.85
"19009283",-1.00,-1.00,-1.00,24.25,21.85
"19009284",-1.00,-1.00,-1.00,19.50,11.75
"19009285",-1.00,-1.00,-1.00,22.00,16.70
"19009286",25.25,20.35,22.00,-1.00,20.10
"19009287",-1.00,-1.00,-1.00,16.75,13.05
"19009288",-1.00,-1.00,-1.00,21.25,21.00
"19009289",25.00,20.20,22.50,-1.00,19.20
"19009290",23.50,20.45,19.50,-1.00,18.20
"19009291",-1.00,-1.00,-1.00,19.25,15.20
"19009292",-1.00,-1.00,-1.00,13.00,15.05
"19009293",-1.00,-1.00,-1.00,20.00,16.30
"19009294",-1.00,-1.00,-1.00,23.75,22.65
"19009295",-1.00,-1.00,-1.00,27.75,25.55
"19009296",22.15,20.55,21.65,-1.00,21.30
"19009297",24.60,21.40,23.10,-1.00,21.65
"19009298",-1.00,-1.00,-1.00,23.25,20.15
"19009299",21.20,17.30,18.45,-1.00,19.05
"19009300",24.50,20.65,21.50,-1.00,21.40
"19009301",-1.00,-1.00,-1.00,20.75,17.00
"19009302",26.70,22.40,23.45,-1.00,21.15
"19009303",25.20,25.40,24.45,-1.00,26.90
"19009304",-1.00,-1.00,-1.00,21.75,13.45
"19009305",-1.00,-1.00,-1.00,21.25,16.55
"19009306",-1.00,-1.00,-1.00,20.75,21.05
"19009307",-1.00,-1.00,-1.00,25.00,26.10
"19009308",21.50,17.55,19.50,-1.00,18.80
"19009309",19.10,18.15,18.85,-1.00,21.65
"19009310",18.15,18.45,17.90,-1.00,21.20
"19009311",-1.00,-1.00,-1.00,26.75,25.10
"19009312",-1.00,-1.00,-1.00,19.75,17.95
"19009313",24.20,19.15,21.20,-1.00,20.15
"19009314",-1.00,-1.00,-1.00,23.75,24.95
"19009315",-1.00,-1.00,-1.00,25.00,22.05
"19009316",-1.00,-1.00,-1.00,19.25,14.85
"19009317",21.40,21.45,19.65,-1.00,23.95
"19009318",24.90,22.80,22.65,-1.00,23.30
"19009319",23.90,22.05,21.65,-1.00,21.05
"19009320",-1.00,-1.00,-1.00,22.50,18.45
"19009321",-1.00,-1.00,-1.00,25.25,23.20
"19009322",-1.00,-1.00,-1.00,26.50,21.20
"19009323",28.00,23.70,24.75,-1.00,23.20
"19009324",20.25,25.55,17.50,-1.00,25.80
"19009325",27.85,22.90,24.85,-1.00,22.40
"19009326",-1.00,-1.00,-1.00,28.75,26.30
"19009327",-1.00,-1.00,-1.00,19.75,15.10
"19009328",-1.00,-1.00,-1.00,22.25,22.20
"19009329",23.40,22.00,19.15,-1.00,24.25
"19009330",-1.00,-1.00,-1.00,23.50,24.90
"19009331",16.30,15.80,17.05,-1.00,20.05
"19009332",-1.00,-1.00,-1.00,24.50,23.10
"19009333",22.25,18.05,19.75,-1.00,19.05
"19009334",17.05,17.20,18.55,-1.00,20.70
"19009335",18.35,14.10,15.85,-1.00,15.85
"19009336",-1.00,-1.00,-1.00,16.50,15.65
"19009337",-1.00,-1.00,-1.00,22.00,20.10
"19009338",22.70,23.45,21.95,-1.00,25.45
"19009339",-1.00,-1.00,-1.00,26.50,22.95
"19009340",-1.00,-1.00,-1.00,23.75,20.30
"19009341",-1.00,-1.00,-1.00,22.75,15.65
"19009342",23.00,22.35,24.00,-1.00,24.10
"19009343",-1.00,-1.00,-1.00,26.50,22.20
"19009344",23.20,26.05,21.70,-1.00,26.55
"19009345",-1.00,-1.00,-1.00,16.25,14.75
"19009346",19.15,17.65,17.65,-1.00,20.15
"19009347",21.25,18.50,19.50,-1.00,21.00
"19009348",19.10,23.80,15.85,-1.00,24.05
"19009349",-1.00,-1.00,-1.00,22.25,20.80
"19009350",26.85,22.20,24.35,-1.00,21.45
"19009351",-1.00,-1.00,-1.00,20.75,16.50
"19009352",-1.00,-1.00,-1.00,17.25,13.90
"19009353",-1.00,-1.00,-1.00,22.75,18.15
"19009354",-1.00,-1.00,-1.00,20.25,16.75
"19009355",-1.00,-1.00,-1.00,22.75,16.85
"19009356",24.35,21.70,21.60,-1.00,20.95
"19009357",-1.00,-1.00,-1.00,24.50,23.65
"19009358",-1.00,-1.00,-1.00,16.75,12.40
"19009359",-1.00,-1.00,-1.00,25.75,22.80
"19009360",21.00,17.80,18.50,-1.00,18.05
"19009361",-1.00,-1.00,-1.00,19.75,14.00
"19009362",23.90,21.00,21.90,-1.00,20.25
"19009363",20.75,18.90,17.75,-1.00,18.40
"19009364",23.85,22.95,19.85,-1.00,21.95
"19009365",-1.00,-1.00,-1.00,16.25,11.70
"19009366",27.95,22.85,23.45,-1.00,21.85
"19009367",24.45,27.95,20.20,-1.00,27.45
"19009368",19.60,18.40,19.10,-1.00,18.90
"19009369",-1.00,-1.00,-1.00,20.25,17.75
"19009370",23.30,22.20,22.80,-1.00,23.70
"19009371",-1.00,-1.00,-1.00,17.50,11.70
"19009372",20.70,18.55,24.20,-1.00,20.55
"19009373",-1.00,-1.00,-1.00,25.00,22.30
"19009374",-1.00,-1.00,-1.00,17.25,11.50
"19009375",-1.00,-1.00,-1.00,19.75,16.10
"19009376",-1.00,-1.00,-1.00,25.75,26.45
"19009377",-1.00,-1.00,-1.00,27.25,25.45
"19009378",-1.00,-1.00,-1.00,25.00,26.30
"19009379",-1.00,-1.00,-1.00,17.75,12.55
"19009380",-1.00,-1.00,-1.00,25.50,24.70
"19009381",-1.00,-1.00,-1.00,23.00,22.40
"19009382",26.65,25.20,23.90,-1.00,25.95
"19009383",-1.00,-1.00,-1.00,22.50,23.10
"19009384",-1.00,-1.00,-1.00,23.25,24.40
"19009385",18.80,13.65,21.80,-1.00,15.40
"19009386",-1.00,-1.00,-1.00,17.00,12.00
"19009387",-1.00,-1.00,-1.00,22.00,24.35
"19009388",25.50,23.50,22.50,-1.00,23.75
"19009389",-1.00,-1.00,-1.00,28.25,24.10
"19009390",-1.00,-1.00,-1.00,17.75,10.80
"19009391",-1.00,-1.00,-1.00,17.75,13.20
"19009392",-1.00,-1.00,-1.00,18.50,18.30
"19009393",-1.00,-1.00,-1.00,19.50,11.10
"19009394",25.40,23.10,22.40,-1.00,23.85
"19009395",-1.00,-1.00,-1.00,17.00,13.05
"19009396",24.35,20.75,22.35,-1.00,21.75
"19009397",23.90,20.10,20.15,-1.00,19.35
"19009398",26.45,20.45,23.95,-1.00,16.70
"19009399",-1.00,-1.00,-1.00,20.00,16.20
"19009400",-1.00,-1.00,-1.00,16.50,10.90
"19009401",-1.00,-1.00,-1.00,24.00,21.40
"19009402",-1.00,-1.00,-1.00,15.25,10.80
"19009403",-1.00,-1.00,-1.00,22.50,14.45
"19009404",-1.00,-1.00,-1.00,20.00,14.45
"19009405",-1.00,-1.00,-1.00,19.50,12.85
"19009406",23.45,18.05,22.70,-1.00,18.80
"19009407",24.50,21.95,22.25,-1.00,23.20
"19009408",-1.00,-1.00,-1.00,21.75,20.90
"19009409",24.50,19.70,20.25,-1.00,16.95
"19009410",22.80,18.00,20.55,-1.00,19.00
"19009411",23.55,23.05,23.05,-1.00,24.80
"19009412",-1.00,-1.00,-1.00,20.75,12.20
"19009413",24.60,23.30,23.60,-1.00,24.80
"19009414",20.35,16.65,19.10,-1.00,19.90
"19009415",-1.00,-1.00,-1.00,21.00,18.85
"19009416",-1.00,-1.00,-1.00,28.75,24.90
"19009417",-1.00,-1.00,-1.00,23.25,-1.00
"19009418",-1.00,-1.00,-1.00,16.00,15.00
"19009419",-1.00,-1.00,-1.00,18.25,-1.00
"19009420",-1.00,-1.00,-1.00,20.25,-1.00
"19009421",18.40,20.55,16.40,-1.00,22.55
"19009422",-1.00,-1.00,-1.00,23.00,19.50
"19009423",-1.00,-1.00,-1.00,22.25,-1.00
"19009424",10.30,-1.00,10.80,-1.00,-1.00
"19009425",21.65,-1.00,17.65,-1.00,-1.00
"19009426",23.55,24.40,22.80,-1.00,25.15
"19009427",-1.00,-1.00,-1.00,23.25,21.60
"19009428",-1.00,-1.00,-1.00,21.00,20.80
"19009429",-1.00,-1.00,-1.00,24.25,20.55
"19009430",-1.00,18.70,-1.00,-1.00,16.70
"19009431",19.05,19.35,18.80,-1.00,19.60
"19009432",-1.00,-1.00,-1.00,19.75,17.50
"19009433",-1.00,-1.00,-1.00,16.00,-1.00
"19009434",-1.00,-1.00,-1.00,19.00,-1.00
"19009435",20.10,19.80,19.85,-1.00,21.05
"19009436",-1.00,-1.00,-1.00,23.25,21.75
"19009437",-1.00,-1.00,-1.00,23.25,19.90
"19009438",-1.00,-1.00,-1.00,22.75,22.85
"19009439",16.85,19.30,16.60,-1.00,23.05
"19009440",-1.00,-1.00,-1.00,23.00,27.55
"19009441",-1.00,-1.00,-1.00,21.50,-1.00
"19009442",25.85,23.25,24.85,-1.00,23.50
"19009443",-1.00,-1.00,-1.00,26.25,24.30
"19009444",-1.00,-1.00,-1.00,19.00,20.60
"19009446",-1.00,-1.00,-1.00,25.25,25.90
"19009447",-1.00,-1.00,-1.00,25.00,22.10
"19009448",-1.00,-1.00,-1.00,29.00,24.55
"19009449",21.75,25.30,19.00,-1.00,25.55
"19009450",-1.00,-1.00,-1.00,22.25,21.45
"19009451",-1.00,-1.00,-1.00,20.25,20.65
"19009452",-1.00,-1.00,-1.00,21.50,18.10
"19009453",-1.00,-1.00,-1.00,19.75,24.10
"19009454",-1.00,-1.00,-1.00,18.25,-1.00
"19009455",-1.00,-1.00,-1.00,19.25,-1.00
"19009456",20.65,19.70,19.90,-1.00,21.70
"19009457",-1.00,-1.00,-1.00,21.00,16.45
"19009458",-1.00,-1.00,-1.00,25.50,23.05
"19009459",-1.00,-1.00,-1.00,20.25,18.90
"19009460",17.30,19.15,18.80,-1.00,22.40
"19009461",18.60,16.10,22.35,-1.00,20.85
"19009462",19.35,23.60,17.10,-1.00,25.10
"19009463",20.35,22.80,19.10,-1.00,25.05
"19009464",-1.00,-1.00,-1.00,25.75,21.75
"19009465",27.15,24.90,24.40,-1.00,24.65
"19009466",-1.00,-1.00,-1.00,25.75,21.35
"19009467",24.95,22.10,22.20,-1.00,22.35
"19009468",21.50,22.40,18.25,-1.00,22.40
"19009469",-1.00,-1.00,-1.00,26.00,18.30
"19009470",-1.00,-1.00,-1.00,24.00,24.35
"19009471",-1.00,-1.00,-1.00,8.25,-1.00
"19009472",-1.00,-1.00,-1.00,25.25,22.25
"19009473",22.75,22.55,18.75,-1.00,21.80
"19009474",19.10,20.30,18.35,-1.00,21.55
"19009475",-1.00,-1.00,-1.00,27.25,23.95
"19009476",-1.00,-1.00,-1.00,17.00,-1.00
"19009477",-1.00,-1.00,-1.00,22.00,20.40
"19009478",25.35,22.20,23.10,-1.00,21.70
"19009479",-1.00,-1.00,-1.00,21.25,-1.00
"19009480",21.65,20.35,18.90,-1.00,21.10
"19009481",17.30,21.80,18.30,-1.00,25.05
"19009482",-1.00,-1.00,-1.00,22.25,23.00
"19009483",-1.00,-1.00,-1.00,17.75,21.75
"19009484",-1.00,-1.00,-1.00,28.25,23.45
"19009485",-1.00,-1.00,-1.00,24.75,24.10
"19009486",-1.00,-1.00,-1.00,18.25,-1.00
"19009487",-1.00,-1.00,-1.00,18.50,-1.00
"19009488",-1.00,-1.00,-1.00,21.00,-1.00
"19009489",21.65,19.65,20.65,-1.00,19.15
"19009490",14.40,18.30,13.65,-1.00,18.30
"19009491",-1.00,-1.00,-1.00,22.50,20.50
"19009492",-1.00,-1.00,-1.00,27.25,25.30
"19009493",-1.00,-1.00,-1.00,22.00,14.00
"19009494",-1.00,-1.00,-1.00,18.00,-1.00
"19009495",20.25,23.05,18.25,-1.00,20.30
"19009496",-1.00,-1.00,-1.00,15.75,-1.00
"19009497",22.55,21.70,21.30,-1.00,23.20
"19009498",19.25,17.65,18.25,-1.00,18.40
"19009499",14.95,16.35,15.45,-1.00,19.60
"19009500",-1.00,-1.00,-1.00,21.75,18.85
"19009501",-1.00,-1.00,-1.00,18.75,-1.00
"19009502",13.50,-1.00,13.25,-1.00,-1.00
"19009503",19.20,24.85,16.45,-1.00,26.10
"19009504",23.40,24.95,22.65,-1.00,25.45
"19009505",-1.00,-1.00,-1.00,26.00,20.10
"19009506",-1.00,-1.00,-1.00,19.75,-1.00
"19009507",18.60,20.75,16.35,-1.00,22.50
"19009508",-1.00,-1.00,-1.00,27.00,19.80
"19009509",25.85,21.50,24.85,-1.00,21.75
"19009510",-1.00,-1.00,-1.00,22.00,21.40
"19009511",-1.00,-1.00,-1.00,23.75,19.60
"19009512",-1.00,-1.00,-1.00,22.50,20.75
"19009513",23.20,19.55,21.20,-1.00,18.55
"19009514",25.05,21.30,22.30,-1.00,20.55
"19009515",-1.00,-1.00,-1.00,22.75,23.20
"19009516",-1.00,-1.00,-1.00,22.75,21.30
"19009517",22.35,18.90,17.10,-1.00,18.15
"19009518",25.35,22.30,23.85,-1.00,21.05
"19009519",-1.00,-1.00,-1.00,20.50,-1.00
"19009520",21.90,19.05,21.15,-1.00,16.80
"19009521",-1.00,-1.00,-1.00,21.50,-1.00
"19009522",19.60,18.90,19.35,-1.00,20.15
"19009523",16.50,18.95,15.50,-1.00,19.45
"19009525",-1.00,-1.00,-1.00,18.25,17.30
"19009526",-1.00,-1.00,-1.00,18.50,-1.00
"19009527",-1.00,-1.00,-1.00,20.00,16.60
"19009528",-1.00,-1.00,-1.00,23.25,22.30
"19009529",-1.00,-1.00,-1.00,21.50,21.60
"19009530",-1.00,-1.00,-1.00,20.75,17.65
"19009531",16.30,17.70,16.05,-1.00,20.20
"19009532",24.65,22.40,23.65,-1.00,22.40
"19009533",19.25,21.05,20.00,-1.00,24.80
"19009534",-1.00,-1.00,-1.00,25.25,-1.00
"19009535",20.45,-1.00,22.95,-1.00,-1.00
"19009536",23.45,21.45,19.70,-1.00,21.70
"19009537",-1.00,-1.00,-1.00,24.00,-1.00
"19009538",-1.00,-1.00,-1.00,20.75,-1.00
"19009539",25.50,24.35,25.00,-1.00,23.10
"19009540",16.60,16.05,18.60,-1.00,17.80
"19009541",25.65,22.90,23.65,-1.00,23.15
"19009542",-1.00,-1.00,-1.00,19.75,-1.00
"19009543",-1.00,-1.00,-1.00,17.50,-1.00
"19009544",-1.00,-1.00,-1.00,20.50,19.80
"19009545",-1.00,-1.00,-1.00,25.75,24.45
"19009546",-1.00,-1.00,-1.00,21.00,20.45
"19009547",-1.00,-1.00,-1.00,21.00,-1.00
"19009548",-1.00,-1.00,-1.00,18.00,-1.00
"19009549",18.30,19.70,16.55,-1.00,21.20
"19009550",-1.00,-1.00,-1.00,23.25,25.05
"19009551",-1.00,-1.00,-1.00,25.25,25.10
"19009552",24.20,24.30,23.70,-1.00,24.80
"19009553",26.15,27.10,24.40,-1.00,25.35
"19009554",-1.00,-1.00,-1.00,21.75,20.35
"19009555",23.40,26.35,19.40,-1.00,24.60
"19009556",21.20,25.65,19.95,-1.00,24.65
"19009557",-1.00,-1.00,-1.00,-1.00,22.75
"19009558",21.15,21.50,18.15,-1.00,21.50
"19009559",-1.00,-1.00,-1.00,12.75,-1.00
"19009560",-1.00,-1.00,-1.00,21.25,-1.00
"19009561",-1.00,-1.00,-1.00,18.00,18.20
"19009562",24.80,20.55,22.05,-1.00,20.80
